"id","pfd_period_no","wk","prd_name","prd_series","qty_fc","update_datetime"
234474,"202325",WK2337,RGP-096L-0D,RGP,112480,2023-09-12 14:29:53.054
204227,"202325",WK2338,RGP-096L-0D,RGP,224960,2023-09-12 14:29:53.054
384028,"202325",WK2339,RGP-096L-0D,RGP,371184,2023-09-12 14:29:53.054
216703,"202325",WK2340,RGP-096L-0D,RGP,371184,2023-09-12 14:29:53.054
286217,"202325",WK2341,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
85567,"202325",WK2342,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
231524,"202325",WK2343,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
186115,"202325",WK2344,RGP-096L-0D,RGP,168720,2023-09-12 14:29:53.054
256108,"202326",WK2326,RGP-096L-0D,RGP,653214,2023-09-12 14:29:53.054
295747,"202326",WK2327,RGP-096L-0D,RGP,439085,2023-09-12 14:29:53.054
243503,"202326",WK2328,RGP-096L-0D,RGP,369000,2023-09-12 14:29:53.054
3864,"202326",WK2329,RGP-096L-0D,RGP,312198,2023-09-12 14:29:53.054
216882,"202326",WK2330,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
177384,"202326",WK2331,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
189148,"202326",WK2332,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
344473,"202326",WK2333,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
146243,"202326",WK2334,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
3865,"202326",WK2335,RGP-096L-0D,RGP,281200,2023-09-12 14:29:53.054
207601,"202326",WK2336,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
91657,"202326",WK2337,RGP-096L-0D,RGP,112480,2023-09-12 14:29:53.054
43137,"202326",WK2338,RGP-096L-0D,RGP,224960,2023-09-12 14:29:53.054
34487,"202326",WK2339,RGP-096L-0D,RGP,371184,2023-09-12 14:29:53.054
149456,"202326",WK2340,RGP-096L-0D,RGP,371184,2023-09-12 14:29:53.054
16448,"202326",WK2341,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
116409,"202326",WK2342,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
162082,"202326",WK2343,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
183329,"202326",WK2344,RGP-096L-0D,RGP,168720,2023-09-12 14:29:53.054
335482,"202326",WK2345,RGP-096L-0D,RGP,163096,2023-09-12 14:29:53.054
195221,"202327",WK2327,RGP-096L-0D,RGP,439085,2023-09-12 14:29:53.054
268572,"202327",WK2328,RGP-096L-0D,RGP,369000,2023-09-12 14:29:53.054
344667,"202327",WK2329,RGP-096L-0D,RGP,312198,2023-09-12 14:29:53.054
305370,"202327",WK2330,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
289526,"202327",WK2331,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
28832,"202327",WK2332,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
97863,"202327",WK2333,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
283609,"202327",WK2334,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
131699,"202327",WK2335,RGP-096L-0D,RGP,281200,2023-09-12 14:29:53.054
113479,"202327",WK2336,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
43324,"202327",WK2337,RGP-096L-0D,RGP,112480,2023-09-12 14:29:53.054
101020,"202327",WK2338,RGP-096L-0D,RGP,224960,2023-09-12 14:29:53.054
101021,"202327",WK2339,RGP-096L-0D,RGP,371184,2023-09-12 14:29:53.054
366530,"202327",WK2340,RGP-096L-0D,RGP,371184,2023-09-12 14:29:53.054
71018,"202327",WK2341,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
360414,"202327",WK2342,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
13548,"202327",WK2343,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
240790,"202327",WK2344,RGP-096L-0D,RGP,168720,2023-09-12 14:29:53.054
43325,"202327",WK2345,RGP-096L-0D,RGP,163096,2023-09-12 14:29:53.054
125677,"202327",WK2346,RGP-096L-0D,RGP,146224,2023-09-12 14:29:53.054
286838,"202328",WK2328,RGP-096L-0D,RGP,369000,2023-09-12 14:29:53.054
128903,"202328",WK2329,RGP-096L-0D,RGP,312198,2023-09-12 14:29:53.054
40607,"202328",WK2330,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
29023,"202328",WK2331,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
314919,"202328",WK2332,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
259600,"202328",WK2333,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
177777,"202328",WK2334,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
351233,"202328",WK2335,RGP-096L-0D,RGP,281200,2023-09-12 14:29:53.054
32009,"202328",WK2336,RGP-096L-0D,RGP,337440,2023-09-12 14:29:53.054
165600,"202328",WK2337,RGP-096L-0D,RGP,112480,2023-09-12 14:29:53.054
13753,"202328",WK2338,RGP-096L-0D,RGP,224960,2023-09-12 14:29:53.054
