"prd_name","prd_series","factory","unit","process","qty_wip_detail","ro_seq","std_day"
RGPZ-445ML-0D,RGP,A1,PTH,RLAS+,170880,"2",27
RGPZ-445ML-0DL1,RGP,A1,CVC,RADL,90240,"3",1
RGPZ-445ML-1D,RGP,A1,INT,ZINT2,3083,"14",2
RGPZ-445ML-1D,RGP,A1,BLK,ZBLK,2579,"12",2
RGPZ-448ML-0C,RGP,A1,BLK,ZBLK,1391,"173",2
RGPZ-448ML-0C,RGP,A1,INT,ZINT2,2270,"172",2
RGPZ-448ML-0C,RGP,A1,MOT,ZPRN1,1038,"156",4
RGPZ-448ML-0C,RGP,A1,MOT,ZFPC,17753,"153",4
RGPZ-448ML-0C,RGP,A1,MOT,ZFPC,460,"153",4
RGPZ-448ML-0C,RGP,A1,FIN,FIN,14688,"148",4
RGPZ-448ML-0C,RGP,A1,CFM,RCSC3+,14688,"95",11
RGPZ-448ML-0C,RGP,A1,PTH,RPOST,14256,"82",14
RGPZ-448ML-0C,RGP,A1,CFM,RAOIVT3+,72468,"81",14
RGPZ-448ML-0C,RGP,A1,CFM,RAOIPI3+,14688,"79",15
RGPZ-448ML-0C,RGP,A1,CFM,RDFL3+,14688,"62",18
RGPZ-448ML-0D,RGP,A1,MOT,ZBAK1,12235,"154",4
RGPZ-448ML-0D,RGP,A1,MOT,ZFPC,19452,"153",4
RGPZ-448ML-0D,RGP,A1,QA,QA-Z,14148,"150",4
RGPZ-448ML-0D,RGP,A1,CFM,LRPHP#,28620,"107",9
RGPZ-448ML-0D,RGP,A1,CFM,R2D2,29376,"99",10
RGPZ-448ML-0D,RGP,A1,CFM,RLSE,44064,"96",11
RGPZ-448ML-0D,RGP,A1,CFM,RLSP,14688,"95",11
RGPZ-448ML-0D,RGP,A1,CVC,RCLL,29376,"83",13
RGPZ-448ML-1C,RGP,A1,BLK,ZBLK,429,"19",1
RGPZ-448ML-1D,RGP,A1,BLK,ZBLK,11000,"21",2
RGPZ-448ML-1D,RGP,A1,INT,ZINT2,5500,"20",2
RGPZ-448ML-2B,RGP,A1,MOT,ZBAK1,1109,"148",3
RGPZ-448ML-2B,RGP,A1,MOT,ZFPC,532,"147",3
RGPZ-448ML-2D,RGP,A1,CFM,RLSE,14688,"96",11
RGPZ-448ML-3D,RGP,A1,CFM,RXD2+,14364,"73",16
RGPZ-449ML-0A,RGP,N1,MOT,ZSTORE2,2057,"154",5
RGPZ-454ML-0C,RGP,A1,BLK,ZBLK,4344,"143",2
RGPZ-454ML-0C,RGP,A1,INT,ZINT1,5400,"142",2
RGPZ-454ML-0C,RGP,A1,MOT,ZFPC,25928,"132",3
RGPZ-454ML-0C,RGP,A1,CFM,KREW,12720,"89",8
RGPZ-454ML-0C,RGP,A1,CVC,RCCW,6240,"88",8
RGPZ-454ML-0C,RGP,A1,CFM,RCSC2+,33600,"84",10
RGPZ-454ML-0C,RGP,A1,PTH,RSL+,37920,"50",16
RGPZ-454ML-0D,RGP,A1,BLK,ZBLK,2000,"144",2
RGPZ-454ML-0D,RGP,A1,INT,ZINT1,18500,"143",2
RGPZ-454ML-0D,RGP,A1,MOT,ZFPC,21521,"133",3
RGPZ-454ML-0D,RGP,A1,CFM,RLSP,37800,"95",7
RGPZ-454ML-0D,RGP,A1,CVC,CREW5,18960,"87",9
RGPZ-454ML-1D,RGP,A1,MOT,ZFPC,11000,"1",3
RGPZ-460ML-0A,RGP,N1,MOT,ZSTORE2,1432,"155",5
RGPZ-461ML-0A,RGP,A1,PTH,REW5+,8032,"52",16
RGPZ-461ML-0AL1,RGP,A1,CVC,RADL,31488,"3",1
RGPZ-461ML-0AL4,RGP,A1,CVC,RADL,31488,"3",1
RGPZ-461ML-2A,RGP,A1,FIN,FOST3,4672,"140",3
RGPZ-461ML-2A,RGP,A1,CVC,CLLA,4960,"92",9
RGPZ-461ML-2A,RGP,A1,PTH,RHOLD2,4608,"69",14
RGPZ-461ML-2A,RGP,A1,CFM,RCSC+,9984,"32",22
RGPZ-461ML-2A,RGP,A1,PTH,RPOST,4992,"31",22
RGPZ-463ML-0A,RGP,N1,MOT,ZSTORE2,740,"155",5
RGPZ-463ML-0A,RGP,N1,MOT,ZSTORE2,984,"154",5
RGPZ-463ML-4A,RGP,N1,MOT,ZSTORE2,1884,"155",5
RGPZ-463ML-4A,RGP,N1,MOT,ZSTORE2,10162,"155",5
RGPZ-465ML-0A,RGP,N1,MOT,ZSTORE2,1616,"155",5
RGPZ-465ML-1A,RGP,N1,INT,ZINT8,1260,"188",2
RGPZ-465ML-1A,RGP,N1,MOT,ZSTORE2,1534,"156",5
RGPZ-466ML-0A,RGP,A1,MOT,ZFPC,5112,"144",3
RGPZ-466ML-0B,RGP,N1,MOT,ZBAK1,8000,"127",2
RGPZ-466ML-0B,RGP,N1,MOT,ZSTORE2,46389,"126",2
RGPZ-466ML-0C,RGP,A1,CVC,CBAK,24000,"17",23
RGPZ-466ML-0C,RGP,A1,CFM,RDFL+,24000,"3",27
RGPZ-466ML-0C,RGP,A1,CFM,RMME+,24000,"2",27
RGPZ-466ML-0CL1,RGP,A1,CVC,CPIC,48000,"5",1
RGPZ-466ML-2B,RGP,N1,MOT,ZSTORE2,235,"126",2
RGPZ-466ML-3B,RGP,N1,MOT,ZSTORE2,461,"126",2
RGPZ-469ML-0B,RGP,A1,CFM,RXD+,13152,"24",24
RGPZ-469ML-0B,RGP,A1,PTH,RDPPI+,26880,"11",26
RGPZ-469ML-0BL3,RGP,A1,CVC,RADL,40320,"3",1
RGPZ-469ML-1A,RGP,N1,MOT,ZBAK1,4461,"147",3
RGPZ-469ML-1A,RGP,N1,MOT,ZSTORE2,12852,"146",3
RGPZ-470ML-0A,RGP,A1,MOT,ZFPC,4901,"148",3
RGPZ-470ML-0B,RGP,N1,INT,ZINT1,3122,"138",2
RGPZ-470ML-0B,RGP,N1,MOT,ZSTORE2,15210,"133",3
RGPZ-470ML-0B,RGP,N1,MOT,ZBAK1,794,"132",3
RGPZ-470ML-0BL3,RGP,A1,CVC,CADL,10512,"6",1
RGPZ-470ML-0C,RGP,N1,QA,ZIQI,6743,"125",3
RGPZ-470ML-0C,RGP,A1,CFM,KRHOLD2,10512,"64",14
RGPZ-470ML-0C,RGP,A1,CFM,RXD2+,10512,"63",14
RGPZ-470ML-0C,RGP,A1,CFM,KR2D4+,10440,"62",14
RGPZ-470ML-0C,RGP,A1,PTH,RTHI+,10512,"57",15
RGPZ-470ML-1A,RGP,A1,MOT,ZFPC,1432,"142",3
RGPZ-470ML-1B,RGP,N1,MOT,ZSTORE2,3856,"127",2
RGPZ-470ML-1B,RGP,A1,FIN,FLAS,2661,"111",4
RGPZ-472ML-0A,RGP,A1,MOT,ZFPC,4623,"140",3
RGPZ-472ML-1B,RGP,N1,MOT,ZSTORE2,6928,"4",3
RGPZ-481ML-0A,RGP,N1,MOT,ZSTORE2,2207,"156",5
RGPZ-481ML-1A,RGP,N1,MOT,ZSTORE2,128,"156",5
RGPZ-481ML-1A,RGP,N1,MOT,ZSTORE2,12099,"156",5
RGPZ-481ML-1A,RGP,A1,FIN,FOST3,4340,"144",7
RGPZ-484ML-0A,RGP,A1,MOT,ZFPC,36902,"130",3
RGPZ-486ML-0AL1,RGP,A1,CVC,RADL,43200,"3",1
RGPZ-487ML-0A,RGP,A1,MOT,ZFPC,4580,"132",3
RGPZ-490ML-0A,RGP,N1,INT,ZINT1,112,"164",4
RGPZ-490ML-0A,RGP,N1,MOT,ZPRN1,1000,"159",5
RGPZ-490ML-0A,RGP,N1,MOT,ZSTORE2,48538,"157",5
RGPZ-490ML-0A,RGP,N1,QA,ZIQI,21771,"156",5
RGPZ-490ML-0A,RGP,A1,QA,QA-Z,4340,"151",6
RGPZ-490ML-0A,RGP,A1,FIN,FIN,21644,"148",6
RGPZ-490ML-0A,RGP,A1,FIN,FINA,12600,"147",6
RGPZ-490ML-0A,RGP,A1,FIN,FOST3,47656,"145",7
RGPZ-490ML-0A,RGP,A1,FIN,FOST3,4312,"145",7
RGPZ-490ML-0A,RGP,A1,FIN,FSTB,5376,"137",8
RGPZ-490ML-0A,RGP,A1,PTH,POST,4172,"92",14
RGPZ-490ML-0A,RGP,A1,CFM,AOIVT,4368,"91",14
RGPZ-490ML-0A,RGP,A1,CFM,RAOIVT+,3360,"31",26
RGPZ-490ML-0A,RGP,A1,CFM,KRHOLD#,5488,"24",27
RGPZ-490ML-0A,RGP,A1,CFM,RDFLV#,2184,"21",29
RGPZ-490ML-0A,RGP,A1,CFM,RMCH#,3304,"20",29
RGPZ-490ML-0A,RGP,A1,PTH,RLAS+,17472,"4",32
RGPZ-490ML-0A,RGP,A1,PTH,PRMCH+,4368,"3",32
RGPZ-490ML-0A,RGP,A1,CFM,KROL+,4256,"1",32
RGPZ-490ML-0AL1,RGP,A1,CVC,CPIC,12432,"5",1
RGPZ-490ML-0AL1,RGP,A1,CVC,CCUT/,8288,"3",1
RGPZ-490ML-0AL4,RGP,A1,CVC,CPIC,8288,"6",1
RGPZ-490ML-0AL4,RGP,A1,CVC,RADL,16576,"3",1
RGPZ-490ML-11A,RGP,N1,INT,ZINT8,576,"37",2
RGPZ-490ML-11A,RGP,N1,INT,ZINT5,2422,"25",3
RGPZ-490ML-11A,RGP,N1,INT,ZINT4,2289,"23",3
RGPZ-490ML-6A,RGP,N1,INT,ZINT5,587,"25",3
RGPZ-490ML-6A,RGP,N1,INT,ZINT4,3001,"23",3
RGPZ-490ML-7A,RGP,N1,MOT,ZPRN2,1265,"12",4
RGPZ-492ML-0A,RGP,A1,CVC,CLLA,3564,"92",13
RGPZ-492ML-0A,RGP,A1,CFM,RMCH3#,4032,"71",18
RGPZ-492ML-0A,RGP,A1,CFM,RCSC+,21168,"32",26
RGPZ-492ML-0AL1,RGP,A1,CVC,RADL,23040,"3",1
RGPZ-492ML-0AL4,RGP,A1,CVC,RADL,23040,"3",1
RGPZ-497ML-0A,RGP,A1,BLK,ZBLK,873,"151",2
RGPZ-497ML-0A,RGP,A1,PTH,PTHFL,12160,"49",18
RGPZ-498ML-0A,RGP,A1,INT,ZINT1,3319,"142",3
RGPZ-498ML-0A,RGP,A1,MOT,ZFPC,772,"132",4
RGPZ-498ML-0A,RGP,A1,PTH,PTHFL,16000,"49",18
RGPZ-502MW-0A,RGP,A1,CFM,RCSC+,1280,"33",15
RGPZ-502MW-0A,RGP,A1,CFM,KRHOLD+,1312,"25",16
RGPZ-502MW-0A,RGP,A1,CFM,RXD#,2592,"24",18
RGPZ-502MW-0A,RGP,A1,CFM,RMME+,5248,"21",19
RGPZ-502MW-0A,RGP,A1,PTH,RTHI,2624,"18",19
RGPZ-502MW-0A,RGP,A1,CFM,RDFL,5248,"12",20
RGPZ-502MW-0A,RGP,A1,PTH,RDPP,2624,"9",21
RGPZ-502MW-0A,RGP,A1,PTH,RPDS+,2624,"7",21
RGPZ-502MW-0A,RGP,A1,PTH,RLAS,2624,"2",22
RGPZ-502MW-0A,RGP,A1,PTH,PROL,5248,"1",22
RGPZ-502MW-1A,RGP,A1,CFM,RCSC+,1280,"33",15
RGPZ-502MW-1A,RGP,A1,CFM,RXD#,1280,"24",18
RGPZ-502MW-1A,RGP,A1,CFM,RDFLV#,1312,"22",19
RGPZ-503MW-0A,RGP,A1,CFM,RCSC2+,1152,"41",12
RGPZ-503MW-0A,RGP,A1,CFM,R2D,1120,"40",12
RGPZ-503MW-0A,RGP,A1,CFM,KREW,1152,"38",13
RGPZ-503MW-0A,RGP,A1,CFM,RAOIVT+,1152,"31",15
RGPZ-503MW-0A,RGP,A1,CFM,KRHOLD+,1152,"25",16
RGPZ-503MW-0A,RGP,A1,CFM,RDFLV#,5760,"22",19
RGPZ-503MW-0A,RGP,A1,CFM,RMME+,9216,"21",19
RGPZ-503MW-0A,RGP,A1,CFM,RDFL,4608,"12",20
RGPZ-503MW-0A,RGP,A1,PTH,RDPPI,2304,"11",21
RGPZ-503MW-0A,RGP,A1,PTH,REW2+,2304,"8",21
RGPZ-503MW-0A,RGP,A1,PTH,REW+,2304,"6",21
RGPZ-503MW-1A,RGP,A1,CFM,R2D,1152,"40",12
RGPZ-503MW-1A,RGP,A1,CVC,RCCW,1152,"37",13
RGPZ-503MW-1A,RGP,A1,CFM,RAOIPI+,1152,"29",16
RGPZ-503MW-1A,RGP,A1,PTH,RLAS,1152,"2",22
RGPZ-503MW-1A,RGP,A1,PTH,PROL,3456,"1",22
